2014-12-19 00:39:23.022000,2014-12-19 00:39:44.560500
2014-12-19 01:14:18.084000,2014-12-19 01:14:35.063000
2014-12-19 01:31:34.996000,2014-12-19 01:31:48.915000
2014-12-19 02:01:21.698500,2014-12-19 02:01:36.137500
2014-12-19 02:04:20.047000,2014-12-19 02:04:35.906000
2014-12-19 02:05:01.484000,2014-12-19 02:05:21.463000
2014-12-19 02:18:13.472000,2014-12-19 02:18:33.631000
2014-12-19 02:22:22.715500,2014-12-19 02:22:43.134000
2014-12-19 03:08:59.252000,2014-12-19 03:09:16.130500
2014-12-19 03:13:30.754000,2014-12-19 03:13:58.232000
2014-12-19 03:29:16.691500,2014-12-19 03:29:33.590500
2014-12-19 03:48:38.055000,2014-12-19 03:48:56.074000
2014-12-19 03:55:31.148000,2014-12-19 03:55:49.047000
2014-12-19 03:58:07.818000,2014-12-19 03:58:29.656000
2014-12-19 04:26:36.105500,2014-12-19 04:27:01.964000
2014-12-19 04:54:05.597000,2014-12-19 04:54:26.575500
2014-12-19 05:31:36.669000,2014-12-19 05:31:54.907500
2014-12-19 05:39:58.756000,2014-12-19 05:40:18.514500
